Name,Position,Age,Season,Player_nat,Left_team,Left_league,Left_team_nat,Joined_team,Joined_league,Joined_nat,Fee,Loan_or_not,Face_img
Matus Repa,Centre-Forward,16,18/19,Slovakia,Trnava Youth,Slovakia,Slovakia,Atalanta U17,Under 17 - B,Italy,€90Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
David Heidenreich,Centre-Back,16,16/17,Czech Republic,FK Teplice U17,Czech,Czech Republic,Atalanta U17,Under 17 - B,Italy,€70Th.,False,https://img.a.transfermarkt.technology/portrait/medium/473887-1625031979.jpg?lm=1
Richard Hecko,Centre-Back,16,19/20,Slovakia,Bratislava U19,Slovakia,Slovakia,Atalanta U17,Under 17 - B,Italy,€60Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Márk Csinger,Centre-Back,16,19/20,Hungary,MTK Yth.,Hungary,Hungary,SPAL U17,Under 17 - B,Italy,€60Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Elio Zalli,Centre-Back,16,19/20,Albania/Italy,Renate Gio,Italy,Italy,Bologna U17,Under 17 - B,Italy,€50Th.,True,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
James Uhunamure,Second Striker,16,16/17,Italy/Nigeria,Chievo U17,Under 17 - B,Italy,Bologna U17,Under 17 - B,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/394355-1507619529.png?lm=1
Renato Imbrea,Centre-Back,15,15/16,Romania,Fontanafr. Jun.,Italy,Italy,Udinese U17,Under 17 - B,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Leonardo Cerri,Centre-Forward,16,19/20,Italy,Pescara U17,Under 17 - C,Italy,Juventus U17,Under 17 - A,Italy,€1.10m,False,https://img.a.transfermarkt.technology/portrait/medium/672830-1620206268.jpeg?lm=1
Paolo Napoletano,Left Winger,17,19/20,Italy,Pescara U17,Under 17 - C,Italy,Parma U19,Primavera 2a,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Davide Gentile,Right-Back,16,20/21,Italy/Germany,Benevento U17,Under 17 20/21,Italy,Fiorentina U19,Primavera 1,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Armando Guei,Right-Back,16,20/21,Italy/Cote d'Ivoire,Ascoli Youth,Italy,Italy,Lecce U17,Under 17 20/21,Italy,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/818573-1614013504.jpg?lm=1
Neymar,Left Winger,25,17/18,Brazil,Barcelona,LaLiga,Spain,Paris SG,Ligue 1,France,€222.00m,False,https://img.a.transfermarkt.technology/portrait/medium/68290-1602849593.jpg?lm=1
Philippe Coutinho,Attacking Midfield,25,17/18,Brazil/Portugal,Liverpool,Premier League,England,Barcelona,LaLiga,Spain,€135.00m,False,https://img.a.transfermarkt.technology/portrait/medium/80444-1570373072.jpg?lm=1
Ousmane Dembélé,Right Winger,20,17/18,France,Bor. Dortmund,Bundesliga,Germany,Barcelona,LaLiga,Spain,€135.00m,False,https://img.a.transfermarkt.technology/portrait/medium/288230-1561038993.jpg?lm=1
João Félix,Second Striker,19,19/20,Portugal,Benfica,Liga NOS,Portugal,Atlético Madrid,LaLiga,Spain,€127.20m,False,https://img.a.transfermarkt.technology/portrait/medium/462250-1574866535.jpg?lm=1
Antoine Griezmann,Second Striker,28,19/20,France,Atlético Madrid,LaLiga,Spain,Barcelona,LaLiga,Spain,€120.00m,False,https://img.a.transfermarkt.technology/portrait/medium/125781-1564143733.jpg?lm=1
Cristiano Ronaldo,Centre-Forward,33,18/19,Portugal,Real Madrid,LaLiga,Spain,Juventus,Serie A,Italy,€117.00m,False,https://img.a.transfermarkt.technology/portrait/medium/8198-1626161872.jpg?lm=1
Eden Hazard,Left Winger,28,19/20,Belgium,Chelsea,Premier League,England,Real Madrid,LaLiga,Spain,€115.00m,False,https://img.a.transfermarkt.technology/portrait/medium/50202-1537861483.jpg?lm=1
Gareth Bale,Right Winger,24,13/14,Wales,Spurs,Premier League,England,Real Madrid,LaLiga,Spain,€101.00m,False,https://img.a.transfermarkt.technology/portrait/medium/39381-1523876433.jpg?lm=1
Cristiano Ronaldo,Centre-Forward,24,09/10,Portugal,Man Utd,Premier League,England,Real Madrid,LaLiga,Spain,€94.00m,False,https://img.a.transfermarkt.technology/portrait/medium/8198-1626161872.jpg?lm=1
Neymar,Left Winger,21,13/14,Brazil,Santos FC,Série A,Brazil,Barcelona,LaLiga,Spain,€88.20m,False,https://img.a.transfermarkt.technology/portrait/medium/68290-1602849593.jpg?lm=1
Frenkie de Jong,Central Midfield,22,19/20,Netherlands,Ajax,Eredivisie,Netherlands,Barcelona,LaLiga,Spain,€86.00m,False,https://img.a.transfermarkt.technology/portrait/medium/326330-1599987876.jpg?lm=1
Luis Suárez,Centre-Forward,27,14/15,Uruguay,Liverpool,Premier League,England,Barcelona,LaLiga,Spain,€81.72m,False,https://img.a.transfermarkt.technology/portrait/medium/44352-1453896733.jpg?lm=1
Lucas Hernández,Centre-Back,23,19/20,France/Spain,Atlético Madrid,LaLiga,Spain,FC Bayern ,Bundesliga,Germany,€80.00m,False,https://img.a.transfermarkt.technology/portrait/medium/281963-1569907038.jpg?lm=1
Kepa Arrizabalaga,Goalkeeper,23,18/19,Spain,Athletic,LaLiga,Spain,Chelsea,Premier League,England,€80.00m,False,https://img.a.transfermarkt.technology/portrait/medium/192279-1447152155.jpg?lm=1
Zinédine Zidane,Attacking Midfield,29,01/02,France/Algeria,Juventus,Serie A,Italy,Real Madrid,LaLiga,Spain,€77.50m,False,https://img.a.transfermarkt.technology/portrait/medium/3111-1478769687.jpg?lm=1
James Rodríguez,Attacking Midfield,23,14/15,Colombia/Spain,Monaco,Ligue 1,Monaco,Real Madrid,LaLiga,Spain,€75.00m,False,https://img.a.transfermarkt.technology/portrait/medium/88103-1540568385.jpg?lm=1
Ángel Di María,Right Winger,26,14/15,Argentina/Italy,Real Madrid,LaLiga,Spain,Man Utd,Premier League,England,€75.00m,False,https://img.a.transfermarkt.technology/portrait/medium/45320-1602849270.jpg?lm=1
Arthur,Central Midfield,24,20/21,Brazil,Barcelona,LaLiga,Spain,Juventus,Serie A,Italy,€72.00m,False,https://img.a.transfermarkt.technology/portrait/medium/362842-1599988056.jpg?lm=1
Thomas Lemar,Attacking Midfield,22,18/19,France/Guadeloupe,Monaco,Ligue 1,Monaco,Atlético Madrid,LaLiga,Spain,€72.00m,False,https://img.a.transfermarkt.technology/portrait/medium/205562-1598303859.jpg?lm=1
Zlatan Ibrahimovic,Centre-Forward,27,09/10,Sweden/Bosnia-Herzegovina,Inter,Serie A,Italy,Barcelona,LaLiga,Spain,€69.50m,False,https://img.a.transfermarkt.technology/portrait/medium/3455-1579506060.jpg?lm=1
Kaká,Attacking Midfield,27,09/10,Brazil/Italy,AC Milan,Serie A,Italy,Real Madrid,LaLiga,Spain,€67.00m,False,https://img.a.transfermarkt.technology/portrait/medium/3366-1489607001.jpg?lm=1
Álvaro Morata,Centre-Forward,24,17/18,Spain,Real Madrid,LaLiga,Spain,Chelsea,Premier League,England,€66.00m,False,https://img.a.transfermarkt.technology/portrait/medium/128223-1523366908.jpg?lm=1
Aymeric Laporte,Centre-Back,23,17/18,Spain/France,Athletic,LaLiga,Spain,Man City,Premier League,England,€65.00m,False,https://img.a.transfermarkt.technology/portrait/medium/176553-1564994239.jpg?lm=1
Luka Jovic,Centre-Forward,21,19/20,Serbia,E. Frankfurt,Bundesliga,Germany,Real Madrid,LaLiga,Spain,€63.00m,False,https://img.a.transfermarkt.technology/portrait/medium/257462-1533115178.jpg?lm=1
Rodri,Defensive Midfield,23,19/20,Spain,Atlético Madrid,LaLiga,Spain,Man City,Premier League,England,€62.70m,False,https://img.a.transfermarkt.technology/portrait/medium/357565-1556022958.jpg?lm=1
Miralem Pjanic,Central Midfield,30,20/21,Bosnia-Herzegovina/Luxembourg,Juventus,Serie A,Italy,Barcelona,LaLiga,Spain,€60.00m,False,https://img.a.transfermarkt.technology/portrait/medium/44162-1567161979.png?lm=1
Diego Costa,Centre-Forward,29,17/18,Spain/Brazil,Chelsea,Premier League,England,Atlético Madrid,LaLiga,Spain,€60.00m,False,https://img.a.transfermarkt.technology/portrait/medium/44779-1453805669.jpg?lm=1
Luís Figo,Right Winger,27,00/01,Portugal,Barcelona,LaLiga,Spain,Real Madrid,LaLiga,Spain,€60.00m,False,https://img.a.transfermarkt.technology/portrait/medium/3446-1570440028.jpg?lm=1
Antoine Griezmann,Second Striker,23,14/15,France,Real Sociedad,LaLiga,Spain,Atlético Madrid,LaLiga,Spain,€54.00m,False,https://img.a.transfermarkt.technology/portrait/medium/125781-1564143733.jpg?lm=1
Thomas Partey,Defensive Midfield,27,20/21,Ghana,Atlético Madrid,LaLiga,Spain,Arsenal,Premier League,England,€50.00m,False,https://img.a.transfermarkt.technology/portrait/medium/230784-1447152950.jpg?lm=1
Éder Militão,Centre-Back,21,19/20,Brazil,FC Porto,Liga NOS,Portugal,Real Madrid,LaLiga,Spain,€50.00m,False,https://img.a.transfermarkt.technology/portrait/medium/401530-1568189259.jpg?lm=1
Ferland Mendy,Left-Back,24,19/20,France/Senegal,Olympique Lyon,Ligue 1,France,Real Madrid,LaLiga,Spain,€48.00m,False,https://img.a.transfermarkt.technology/portrait/medium/291417-1479731632.jpg?lm=1
Gaizka Mendieta,Right Midfield,27,01/02,Spain,Valencia,LaLiga,Spain,Lazio,Serie A,Italy,€48.00m,False,https://img.a.transfermarkt.technology/portrait/medium/7603-1587979885.jpg?lm=1
Mesut Özil,Attacking Midfield,24,13/14,Germany,Real Madrid,LaLiga,Spain,Arsenal,Premier League,England,€47.00m,False,https://img.a.transfermarkt.technology/portrait/medium/35664-1622641562.jpg?lm=1
Rodrygo,Right Winger,18,19/20,Brazil,Santos FC,Série A,Brazil,Real Madrid,LaLiga,Spain,€45.00m,False,https://img.a.transfermarkt.technology/portrait/medium/412363-1547642877.jpg?lm=1
Mateo Kovacic,Central Midfield,25,19/20,Croatia,Real Madrid,LaLiga,Spain,Chelsea,Premier League,England,€45.00m,False,https://img.a.transfermarkt.technology/portrait/medium/51471-1624351322.jpg?lm=1
Vinícius Júnior,Left Winger,18,18/19,Brazil,Flamengo,Série A,Brazil,Real Madrid,LaLiga,Spain,€45.00m,False,https://img.a.transfermarkt.technology/portrait/medium/371998-1624277492.jpg?lm=1
Ronaldo,Centre-Forward,25,02/03,Brazil/Spain,Inter,Serie A,Italy,Real Madrid,LaLiga,Spain,€45.00m,False,https://img.a.transfermarkt.technology/portrait/medium/3140-1489417571.jpg?lm=1
Nicolás Otamendi,Centre-Back,27,15/16,Argentina,Valencia,LaLiga,Spain,Man City,Premier League,England,€44.50m,False,https://img.a.transfermarkt.technology/portrait/medium/54781-1603794660.jpg?lm=1
Achraf Hakimi,Right-Back,21,20/21,Morocco/Spain,Real Madrid,LaLiga,Spain,Inter,Serie A,Italy,€43.00m,False,https://img.a.transfermarkt.technology/portrait/medium/398073-1534235948.jpg?lm=1
Radamel Falcao,Centre-Forward,27,13/14,Colombia,Atlético Madrid,LaLiga,Spain,Monaco,Ligue 1,Monaco,€43.00m,False,https://img.a.transfermarkt.technology/portrait/medium/39152-1622801006.jpg?lm=1
Robinho,Left Winger,24,08/09,Brazil/Spain,Real Madrid,LaLiga,Spain,Man City,Premier League,England,€43.00m,False,https://img.a.transfermarkt.technology/portrait/medium/15511-1506092397.jpg?lm=1
Alexis Sánchez,Centre-Forward,25,14/15,Chile,Barcelona,LaLiga,Spain,Arsenal,Premier League,England,€42.50m,False,https://img.a.transfermarkt.technology/portrait/medium/40433-1596115275.jpg?lm=1
Paulinho,Central Midfield,30,18/19,Brazil,Barcelona,LaLiga,Spain,GZ Evergrande,Super League,China,€42.00m,False,https://img.a.transfermarkt.technology/portrait/medium/57229-1563350348.jpg?lm=1
Jackson Martínez,Centre-Forward,29,15/16,Colombia,Atlético Madrid,LaLiga,Spain,GZ Evergrande,Super League,China,€42.00m,False,https://img.a.transfermarkt.technology/portrait/medium/74418-1447152748.jpg?lm=1
Malcom,Right Winger,21,18/19,Brazil,G. Bordeaux,Ligue 1,France,Barcelona,LaLiga,Spain,€41.00m,False,https://img.a.transfermarkt.technology/portrait/medium/323704-1602271074.png?lm=1
Shkodran Mustafi,Centre-Back,24,16/17,Germany/Albania,Valencia,LaLiga,Spain,Arsenal,Premier League,England,€41.00m,False,https://img.a.transfermarkt.technology/portrait/medium/88590-1447247176.jpg?lm=1
João Cancelo,Right-Back,24,18/19,Portugal,Valencia,LaLiga,Spain,Juventus,Serie A,Italy,€40.40m,False,https://img.a.transfermarkt.technology/portrait/medium/182712-1615221629.jpg?lm=1
Raphaël Varane,Centre-Back,28,21/22,France/Martinique,Real Madrid,LaLiga,Spain,Man Utd,Premier League,England,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/164770-1598301905.jpg?lm=1
Wissam Ben Yedder,Centre-Forward,29,19/20,France/Tunisia,Sevilla FC,LaLiga,Spain,Monaco,Ligue 1,Monaco,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/146854-1614089939.jpg?lm=1
Malcom,Right Winger,22,19/20,Brazil,Barcelona,LaLiga,Spain,Zenit S-Pb,Premier Liga,Russia,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/323704-1602271074.png?lm=1
Gonçalo Guedes,Left Winger,21,18/19,Portugal,Paris SG,Ligue 1,France,Valencia,LaLiga,Spain,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/225122-1629475017.jpg?lm=1
Paulinho,Central Midfield,29,17/18,Brazil,GZ Evergrande,Super League,China,Barcelona,LaLiga,Spain,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/57229-1563350348.jpg?lm=1
Cédric Bakambu,Centre-Forward,26,17/18,DR Congo/France,Villarreal,LaLiga,Spain,BJ Guoan,Super League,China,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/127048-1563441766.jpg?lm=1
Javi Martínez,Defensive Midfield,24,12/13,Spain,Athletic,LaLiga,Spain,FC Bayern ,Bundesliga,Germany,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/44017-1540568493.jpg?lm=1
Sergio Agüero,Centre-Forward,23,11/12,Argentina/Spain,Atlético Madrid,LaLiga,Spain,Man City,Premier League,England,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/26399-1580460866.jpg?lm=1
Radamel Falcao,Centre-Forward,25,11/12,Colombia,FC Porto,Liga Sagres,Portugal,Atlético Madrid,LaLiga,Spain,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/39152-1622801006.jpg?lm=1
David Villa,Centre-Forward,28,10/11,Spain,Valencia,LaLiga,Spain,Barcelona,LaLiga,Spain,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/7980-1520802710.jpg?lm=1
Marc Overmars,Left Winger,27,00/01,Netherlands,Arsenal,Premier League,England,Barcelona,LaLiga,Spain,€40.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_3513_123_2012_1.jpg?lm=1
Gonzalo Higuaín,Centre-Forward,25,13/14,Argentina/France,Real Madrid,LaLiga,Spain,SSC Napoli,Serie A,Italy,€39.00m,False,https://img.a.transfermarkt.technology/portrait/medium/39153-1618682679.jpg?lm=1
Eric Bailly,Centre-Back,22,16/17,Cote d'Ivoire,Villarreal,LaLiga,Spain,Man Utd,Premier League,England,€38.00m,False,https://img.a.transfermarkt.technology/portrait/medium/286384-1447254981.jpg?lm=1
Mateo Kovacic,Central Midfield,21,15/16,Croatia,Inter,Serie A,Italy,Real Madrid,LaLiga,Spain,€38.00m,False,https://img.a.transfermarkt.technology/portrait/medium/51471-1624351322.jpg?lm=1
Diego Costa,Centre-Forward,25,14/15,Spain/Brazil,Atlético Madrid,LaLiga,Spain,Chelsea,Premier League,England,€38.00m,False,https://img.a.transfermarkt.technology/portrait/medium/44779-1453805669.jpg?lm=1
Fernando Torres,Centre-Forward,23,07/08,Spain,Atlético Madrid,LaLiga,Spain,Liverpool,Premier League,England,€38.00m,False,https://img.a.transfermarkt.technology/portrait/medium/7767-1447152963.jpg?lm=1
David Beckham,Right Midfield,28,03/04,England,Man Utd,Premier League,England,Real Madrid,LaLiga,Spain,€37.50m,False,https://img.a.transfermarkt.technology/portrait/medium/3139-1459504284.jpg?lm=1
André Gomes,Central Midfield,22,16/17,Portugal,Valencia,LaLiga,Spain,Barcelona,LaLiga,Spain,€37.00m,False,https://img.a.transfermarkt.technology/portrait/medium/221025-1447247163.jpg?lm=1
Ander Herrera,Central Midfield,24,14/15,Spain,Athletic,LaLiga,Spain,Man Utd,Premier League,England,€36.00m,False,https://img.a.transfermarkt.technology/portrait/medium/99343-1602849051.jpg?lm=1
Clément Lenglet,Centre-Back,23,18/19,France,Sevilla FC,LaLiga,Spain,Barcelona,LaLiga,Spain,€35.90m,False,https://img.a.transfermarkt.technology/portrait/medium/182904-1599988301.jpg?lm=1
Javier Saviola,Centre-Forward,19,01/02,Argentina/Spain,River Plate,Argentina,Argentina,Barcelona,LaLiga,Spain,€35.90m,False,https://img.a.transfermarkt.technology/portrait/medium/7611-1419947564.jpg?lm=1
Nélson Semedo,Right-Back,23,17/18,Portugal/Cape Verde,Benfica,Liga NOS,Portugal,Barcelona,LaLiga,Spain,€35.70m,False,https://img.a.transfermarkt.technology/portrait/medium/231572-1474546433.jpg?lm=1
Vitolo,Left Winger,27,17/18,Spain,Sevilla FC,LaLiga,Spain,Atlético Madrid,LaLiga,Spain,€35.60m,False,https://img.a.transfermarkt.technology/portrait/medium/67082-1447240446.jpg?lm=1
Dani Alves,Right-Back,25,08/09,Brazil/Spain,Sevilla FC,LaLiga,Spain,Barcelona,LaLiga,Spain,€35.50m,False,https://img.a.transfermarkt.technology/portrait/medium/15951-1464251996.jpg?lm=1
Nicolas Anelka,Centre-Forward,20,99/00,France/Martinique,Arsenal,Premier League,England,Real Madrid,LaLiga,Spain,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/3226-1542113764.jpg?lm=1
Martin Ødegaard,Attacking Midfield,22,21/22,Norway,Real Madrid,LaLiga,Spain,Arsenal,Premier League,England,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/316264-1510232173.jpg?lm=1
Rodrigo de Paul,Central Midfield,27,21/22,Argentina/Italy,Udinese Calcio,Serie A,Italy,Atlético Madrid,LaLiga,Spain,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/255901-1623838716.jpg?lm=1
Álvaro Morata,Centre-Forward,27,20/21,Spain,Chelsea,Premier League,England,Atlético Madrid,LaLiga,Spain,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/128223-1523366908.jpg?lm=1
Jasper Cillessen,Goalkeeper,30,19/20,Netherlands,Barcelona,LaLiga,Spain,Valencia,LaLiga,Spain,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/146227-1496144244.jpg?lm=1
Thibaut Courtois,Goalkeeper,26,18/19,Belgium,Chelsea,Premier League,England,Real Madrid,LaLiga,Spain,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/108390-1572942947.jpg?lm=1
Jackson Martínez,Centre-Forward,28,15/16,Colombia,FC Porto,Liga NOS,Portugal,Atlético Madrid,LaLiga,Spain,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/74418-1447152748.jpg?lm=1
Luka Modric,Central Midfield,26,12/13,Croatia,Spurs,Premier League,England,Real Madrid,LaLiga,Spain,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/27992-1543926073.jpg?lm=1
Karim Benzema,Centre-Forward,21,09/10,France/Algeria,Olympique Lyon,Ligue 1,France,Real Madrid,LaLiga,Spain,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/18922-1544774342.jpg?lm=1
Arjen Robben,Right Winger,23,07/08,Netherlands,Chelsea,Premier League,England,Real Madrid,LaLiga,Spain,€35.00m,False,https://img.a.transfermarkt.technology/portrait/medium/4360-1540568808.jpg?lm=1
Xabi Alonso,Defensive Midfield,27,09/10,Spain,Liverpool,Premier League,England,Real Madrid,LaLiga,Spain,€34.50m,False,https://img.a.transfermarkt.technology/portrait/medium/7476-1471439383.JPG?lm=1
Nicolas Anelka,Centre-Forward,21,00/01,France/Martinique,Real Madrid,LaLiga,Spain,Paris SG,Ligue 1,France,€34.50m,False,https://img.a.transfermarkt.technology/portrait/medium/3226-1542113764.jpg?lm=1
Arda Turan,Left Winger,28,15/16,Turkey,Atlético Madrid,LaLiga,Spain,Barcelona,LaLiga,Spain,€34.00m,False,https://img.a.transfermarkt.technology/portrait/medium/21369-1622801834.jpg?lm=1
Cesc Fàbregas,Central Midfield,24,11/12,Spain,Arsenal,Premier League,England,Barcelona,LaLiga,Spain,€34.00m,False,https://img.a.transfermarkt.technology/portrait/medium/8806-1614090062.jpg?lm=1
Carlos Bacca,Centre-Forward,28,15/16,Colombia,Sevilla FC,LaLiga,Spain,AC Milan,Serie A,Italy,€33.30m,False,https://img.a.transfermarkt.technology/portrait/medium/119235-1448983000.jpg?lm=1
Cesc Fàbregas,Central Midfield,27,14/15,Spain,Barcelona,LaLiga,Spain,Chelsea,Premier League,England,€33.00m,False,https://img.a.transfermarkt.technology/portrait/medium/8806-1614090062.jpg?lm=1
Ángel Di María,Right Winger,22,10/11,Argentina/Italy,Benfica,Liga Sagres,Portugal,Real Madrid,LaLiga,Spain,€33.00m,False,https://img.a.transfermarkt.technology/portrait/medium/45320-1602849270.jpg?lm=1
Ronaldinho,Attacking Midfield,23,03/04,Brazil/Spain,Paris SG,Ligue 1,France,Barcelona,LaLiga,Spain,€32.25m,False,https://img.a.transfermarkt.technology/portrait/medium/3373-1515762355.jpg?lm=1
Giovani Lo Celso,Central Midfield,24,20/21,Argentina/Italy,Real Betis,LaLiga,Spain,Spurs,Premier League,England,€32.00m,False,https://img.a.transfermarkt.technology/portrait/medium/348795-1591195792.jpg?lm=1
Nélson Semedo,Right-Back,26,20/21,Portugal/Cape Verde,Barcelona,LaLiga,Spain,Wolves,Premier League,England,€32.00m,False,https://img.a.transfermarkt.technology/portrait/medium/231572-1474546433.jpg?lm=1
Iñigo Martínez,Centre-Back,26,17/18,Spain,Real Sociedad,LaLiga,Spain,Athletic,LaLiga,Spain,€32.00m,False,https://img.a.transfermarkt.technology/portrait/medium/158863-1447314170.jpg?lm=1
Kévin Gameiro,Centre-Forward,29,16/17,France,Sevilla FC,LaLiga,Spain,Atlético Madrid,LaLiga,Spain,€32.00m,False,https://img.a.transfermarkt.technology/portrait/medium/27389-1447239929.jpg?lm=1
Asier Illarramendi,Defensive Midfield,23,13/14,Spain,Real Sociedad,LaLiga,Spain,Real Madrid,LaLiga,Spain,€32.00m,False,https://img.a.transfermarkt.technology/portrait/medium/59344-1447314001.jpg?lm=1
Denílson,Left Winger,20,98/99,Brazil/Spain,São Paulo,Brazil,Brazil,Real Betis,LaLiga,Spain,€31.50m,False,https://img.a.transfermarkt.technology/portrait/medium/s_7660_123_2013_03_21_1.jpg?lm=1
Danilo,Right-Back,23,15/16,Brazil,FC Porto,Liga NOS,Portugal,Real Madrid,LaLiga,Spain,€31.50m,False,https://img.a.transfermarkt.technology/portrait/medium/145707-1595925040.jpg?lm=1
Eduardo Camavinga,Central Midfield,18,21/22,France/Congo,Stade Rennais,Ligue 1,France,Real Madrid,LaLiga,Spain,€31.00m,False,https://img.a.transfermarkt.technology/portrait/medium/640428-1582629458.jpg?lm=1
Francisco Trincão,Right Winger,20,20/21,Portugal,Braga,Liga NOS,Portugal,Barcelona,LaLiga,Spain,€31.00m,False,https://img.a.transfermarkt.technology/portrait/medium/412669-1591777756.png?lm=1
Arthur,Central Midfield,21,18/19,Brazil,Grêmio,Série A,Brazil,Barcelona,LaLiga,Spain,€31.00m,False,https://img.a.transfermarkt.technology/portrait/medium/362842-1599988056.jpg?lm=1
Darwin Núñez,Centre-Forward,21,20/21,Uruguay,UD Almería,LaLiga2,Spain,Benfica,Liga NOS,Portugal,€24.00m,False,https://img.a.transfermarkt.technology/portrait/medium/546543-1603798752.jpg?lm=1
Jimmy Floyd Hasselbaink,Centre-Forward,28,00/01,Netherlands/Suriname,Atlético Madrid,2ª División,Spain,Chelsea,Premier League,England,€22.50m,False,https://img.a.transfermarkt.technology/portrait/medium/3175-1490627112.jpg?lm=1
Pedri,Central Midfield,16,19/20,Spain,UD Las Palmas,LaLiga2,Spain,Barcelona,LaLiga,Spain,€20.00m,False,https://img.a.transfermarkt.technology/portrait/medium/683840-1620304992.jpg?lm=1
Alfonso,Centre-Forward,27,00/01,Spain,Real Betis,2ª División,Spain,Barcelona,LaLiga,Spain,€16.50m,False,https://img.a.transfermarkt.technology/portrait/medium/7933-1492517153.jpg?lm=1
Ricardo Oliveira,Centre-Forward,29,09/10,Brazil,Real Betis,LaLiga2,Spain,Al-Jazira,United,United Arab Emirates,€15.00m,False,https://img.a.transfermarkt.technology/portrait/medium/15468-1413446874.jpg?lm=1
Darwin Núñez,Centre-Forward,20,19/20,Uruguay,Peñarol,Primera División,Uruguay,UD Almería,LaLiga2,Spain,€13.00m,False,https://img.a.transfermarkt.technology/portrait/medium/546543-1603798752.jpg?lm=1
Diego Milito,Centre-Forward,29,08/09,Argentina/Italy,Real Zaragoza,LaLiga2,Spain,Genoa,Serie A,Italy,€13.00m,False,https://img.a.transfermarkt.technology/portrait/medium/22202-1463994498.jpg?lm=1
Pedro Porro,Right-Back,19,19/20,Spain,Girona,LaLiga2,Spain,Man City,Premier League,England,€12.00m,False,https://img.a.transfermarkt.technology/portrait/medium/553875-1602774481.jpg?lm=1
André Luiz,Attacking Midfield,27,02/03,Brazil,CD Tenerife,2ª División,Spain,Paris SG,Ligue 1,France,€11.00m,False,https://img.a.transfermarkt.technology/portrait/medium/14855-1607163927.jpg?lm=1
Roberto Acuña,Central Midfield,30,02/03,Paraguay/Argentina,Real Zaragoza,2ª División,Spain,Dep. La Coruña,LaLiga,Spain,€11.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_7495_23170_2010_1.jpg?lm=1
Juan Carlos Valerón,Attacking Midfield,26,01/02,Spain,Atlético Madrid,2ª División,Spain,Dep. La Coruña,LaLiga,Spain,€11.00m,False,https://img.a.transfermarkt.technology/portrait/medium/7501-1447321858.jpg?lm=1
Salva Ballesta,Centre-Forward,26,01/02,Spain,Atlético Madrid,2ª División,Spain,Valencia,LaLiga,Spain,€10.80m,False,https://img.a.transfermarkt.technology/portrait/medium/3693-1488373593.jpg?lm=1
Portu,Right Winger,27,19/20,Spain,Girona,LaLiga2,Spain,Real Sociedad,LaLiga,Spain,€10.00m,False,https://img.a.transfermarkt.technology/portrait/medium/99353-1498753925.jpg?lm=1
Adrián Embarba,Right Winger,27,19/20,Spain,Rayo Vallecano,LaLiga2,Spain,Espanyol,LaLiga,Spain,€10.00m,False,https://img.a.transfermarkt.technology/portrait/medium/288318-1583506487.jpg?lm=1
Giuseppe Rossi,Centre-Forward,25,12/13,Italy/United States,Villarreal,LaLiga2,Spain,Fiorentina,Serie A,Italy,€10.00m,False,https://img.a.transfermarkt.technology/portrait/medium/19104-1584043594.jpg?lm=1
Nilmar,Centre-Forward,28,12/13,Brazil,Villarreal,LaLiga2,Spain,Al-Rayyan SC,Stars League,Qatar,€10.00m,False,https://img.a.transfermarkt.technology/portrait/medium/22750-1447749575.jpg?lm=1
Ricardo Oliveira,Centre-Forward,28,08/09,Brazil,AC Milan,Serie A,Italy,Real Zaragoza,LaLiga2,Spain,€10.00m,False,https://img.a.transfermarkt.technology/portrait/medium/15468-1413446874.jpg?lm=1
